"","ATS.VI","TKA.VI","POST.VI","DOC.VI","AMAG.VI","UQA.VI","LNZ.VI","VER.VI","SEM.VI","WXF.VI","OMV.VI","SBO.VI","RBI.VI","AGR.VI","FLU.VI","WOL.VI","PYT.VI","CAI.VI","EBS.VI","VIG.VI","IIA.VI","STR.VI","ROS.VI","ZAG.VI"
"320",12.865,5.4,35.650002,105.300003,33,6.235,68.360001,11.89,32.25,0.618,25.025,58.330002,13.66,21.00458,24.475,24.097359,7.998,17.440001,25.57,20.040001,19.9,26.805,60.310001,10.9
"321",12.785,5.417,35.615002,105.800003,33.5,6.25,68.370003,11.855,32.939999,0.607,25.35,57.799999,13.73,20.969767,24.372499,24.097359,8.1,17.545,25.584999,20.084999,20.6,27,60.849998,10.2
"322",12.91,5.401,36.314999,106.449997,33.5,6.303,68.080002,11.73,33.029999,0.615,25.5,59.299999,13.88,21.302975,24.407499,23.755079,8,17.025,25.59,20.049999,21.370001,26.799999,60.5,10.73
"323",12.82,5.489,36.285,104.900002,33.494999,6.335,69.540001,11.66,33.200001,0.607,25.594999,59.299999,13.98,21.302975,24.375,23.750326,8.19,17.09,25.200001,20.1,21.469999,26.844999,60.360001,11.425
"324",12.54,5.468,36.035,103.449997,33.48,6.336,70.559998,11.86,33.23,0.618,25.700001,59.369999,14.085,21.13637,24.3825,23.29871,8.15,16.785,25.225,20.200001,21.280001,26.844999,58.82,11.28
"325",12.595,5.349,36.009998,100.75,33.490002,6.35,68.839996,11.955,32.509998,0.618,26.065001,60.18,14.09,21.13637,24.3675,23.446079,8,16.51,26.065001,20.25,21.33,26.48,60.200001,11.84
"326",12.37,5.282,36.275002,99.099998,33.290001,6.3,68.709999,11.6,32.549999,0.619,25.6,59,13.615,20.890194,24.440001,23.674265,7.879,16.690001,25.030001,20.34,21.42,27,61.380001,11.805
"327",12.4,5.238,33.895,99.440002,32.744999,6.312,67.800003,11.91,32.555,0.61,25.725,59.060001,13.935,21.258215,24.625,23.393785,7.752,16.82,24.879999,20.52,21.43,27.01,61,11.805
"328",12.325,5.306,34.075001,98.690002,32.400002,6.3,66.309998,12.105,32.560001,0.616,26.264999,60.25,13.905,21.111504,24.6,23.455585,7.75,16.799999,25.215,20.540001,21.299999,27.014999,60.5,11.79
"329",12.3,5.407,33.904999,98.589996,32.380001,6.364,68.07,12.1,31.35,0.631,26.395,60.099998,14.17,21.258215,24.625,23.455585,7.9,16.77,25.264999,20.315001,21.280001,27.285,58.310001,11.64
"330",12.08,5.482,34.110001,99,32.099998,6.304,67.669998,12.2,31.35,0.609,26.209999,58.889999,13.955,21.161238,24.9575,23.455585,8,16.68,25.120001,19.709999,20.59,27.450001,59.650002,11.37
"331",12.185,5.489,34.325001,99.5,31.9,6.347,68.279999,12.145,32.25,0.608,25.764999,58.169998,13.92,21.310434,24.7875,23.455585,7.9,16.875,25.165001,19.67,20.790001,27.895,59.029999,11.2
"332",11.85,5.458,33.580002,98.650002,31.205,6.16,67.699997,11.925,30.59,0.61,25.215,56.709999,13.465,21.310434,24.65,23.284447,7.75,16.625,24.85,19.245001,20.27,27.99,57.130001,11.015
"333",11.845,5.392,33.535,98.5,31.799999,6.155,67.879997,11.85,30.690001,0.617,24.9,56.299999,13.28,21.13637,24.75,23.293955,7.8,16.92,23.549999,19.254999,19.940001,27.85,57.900002,10.95
"334",11.9,5.4,33.43,96.800003,32.5,6.332,68.449997,12.09,30.4,0.616,25.059999,57.299999,13.255,21.260702,24.997499,23.531649,7.663,16.495001,23.35,19.209999,20.450001,28,58,10.835
"335",11.67,5.438,33.740002,96.389999,32.264999,6.265,71.510002,11.81,30.65,0.614,24.645,56.259998,13.39,21.382547,24.9375,23.531649,7.819,16.559999,23.51,19.135,20.360001,28.6,58.290001,11.27
"336",11.385,5.551,33.695,97.620003,32.389999,6.26,73.800003,12.075,30,0.611,25.155001,56.400002,13.56,21.13637,25.174999,23.531649,7.8,16.5,23.625,18.940001,20.52,28.09,58,11.29
"337",11,5.577,33.865002,97.260002,32.400002,6.379,74.5,11.93,30.440001,0.593,25.209999,57.009998,12.185,21.260702,24.7675,23.574432,7.85,16.51,23.450001,18.530001,20.49,28,57.459999,11.375
"338",11.21,5.573,33.790001,95.800003,31.99,6.32,79.150002,11.85,30.105,0.595,25.785,57.509998,11.56,20.91506,25.424999,23.579187,7.7,16.315001,23.445,18.51,20.360001,28.575001,56.84,11.165
"339",11.2,5.58,32.505001,95.800003,31.264999,6.296,78,11.75,30.584999,0.589,25.75,56.419998,11.23,22.05891,25.112499,23.579187,7.8,16.375,23.525,18.559999,20.219999,27.799999,56.009998,11.7
"340",11.2,5.519,32.900002,96.099998,31.5,6.376,78.099998,11.71,30.91,0.58,25.915001,54.5,11.335,22.379686,25.075001,23.560171,7.82,16.545,22.895,18.785,20.299999,28.405001,55.889999,12.175
"341",11.16,5.505,32.82,93.699997,31.059999,6.35,78.650002,11.46,30.690001,0.589,26.065001,54.900002,11.395,22.379686,25.375,23.569679,7.85,16.5,22.950001,18.860001,20.43,28.465,55.549999,11.95
"342",11.05,5.483,32.060001,95.699997,30.700001,6.326,79.599998,11.39,30.889999,0.57,25.264999,54.279999,11.335,22.466719,25.4125,23.569679,7.75,16.205,22.92,18.959999,20.299999,28.365,56,11.955
"343",11.04,5.491,32,97.199997,31.5,6.357,80.900002,11.58,30.535,0.58,25.629999,54.23,11.395,22.441853,25.1625,23.569679,7.66,16.225,22.885,19.200001,20.17,28.355,56,12.555
"344",11.42,5.449,32.365002,97.5,31.5,6.4,80.5,11.68,30.75,0.575,25.370001,54.279999,11.515,22.416986,25.5,23.569679,7.8,16.35,23.184999,19.58,20.389999,28.1,55.599998,12.585
"345",11.7,5.46,32.540001,97.900002,31.5,6.503,82.800003,11.775,30.67,0.589,25.504999,56.5,11.775,22.546291,25.424999,23.674265,7.479,16.395,23.885,19.16,20.42,28.004999,56,12.77
"346",11.305,5.483,32.419998,97.480003,31.5,6.6,82.709999,11.96,30.950001,0.58,26.299999,56.799999,11.945,23.075943,25.262501,23.674265,7.64,16.035,24.549999,20.049999,20.610001,28,58.049999,13.035
"347",11.16,5.5,32.555,95.400002,31.5,6.568,82.5,12.17,30.700001,0.58,25.295,56.900002,11.94,22.777548,25.200001,24.140144,7.555,16.200001,24.35,19.6,20.74,28.17,59.700001,13
"348",11.415,5.574,32.924999,95.889999,31.24,6.538,82.5,12.1,30.605,0.589,25.235001,55.610001,11.99,22.787495,25.4625,24.225714,7.6,16.26,24.379999,20.014999,21.059999,28.450001,58.959999,13
"349",11.29,5.564,32.195,92.959999,31.059999,6.465,82.449997,12.27,31.030001,0.588,25.049999,54.790001,12.025,22.265301,24.8125,23.816879,7.39,15.99,24.049999,19.895,20.84,28.440001,59.400002,12.955
"350",11.205,5.465,31.799999,89.5,31.43,6.228,82.349998,12.3,30.6,0.587,24.555,54.279999,11.71,22.292654,25.2875,24.339806,7.39,15.685,23.620001,19.6,20.690001,28.450001,59.380001,12.55
"351",11.28,5.515,31.934999,90.93,31.004999,6.297,81.75,12.28,31.15,0.579,24.57,53.57,11.86,22.814848,24.905001,24.43013,7.3,15.685,23.4,19.84,20.780001,28.5,60.25,12.925
"352",11.4,5.521,31.805,91.330002,31.1,6.32,82.809998,12.44,31.190001,0.57,24.16,52.099998,11.595,22.877012,24.940001,24.235222,7.211,16.065001,23.115,19.200001,20.65,28.57,60,12.925
"353",11.38,5.518,31.82,91.190002,30.945,6.385,82.889999,12.64,30.754999,0.579,24.860001,52.98,11.69,22.725328,24.605,24.434883,7.25,16.094999,23.295,19.145,20.969999,28.35,58.700001,12.785
"354",11.72,5.4,31.745001,89.889999,31.1,6.35,84.559998,13,30.785,0.57,25.525,55.34,11.945,22.628349,25.1875,24.434883,7.25,16.01,23.709999,18.995001,21.48,28.120001,58.560001,12.9
"355",11.75,5.528,30.83,87.349998,30.9,6.471,85,13.2,31.07,0.579,25.700001,58.599998,11.705,22.379686,25.3125,24.434883,7.151,16.08,22.799999,19.040001,21.49,28.295,58.5,12.83
"356",11.68,5.527,31.26,86.379997,30.834999,6,86,13.44,30.700001,0.58,25.24,59.040001,11.51,23.125675,25,24.434883,7.18,16.325001,22.5,18.775,21.65,28.4,59,12.755
"357",11.45,5.456,30.815001,85,30.99,5.847,87.800003,13.075,31.23,0.578,24.995001,58.490002,11.19,23.250008,25.299999,24.434883,7.25,15.985,21.4,18.195,21.16,28.5,59,12.02
"358",11,5.333,30.110001,83.400002,30.9,5.643,84.339996,12.565,29.84,0.583,24.68,57.450001,10.915,23.021236,24.889999,24.406361,7.27,15.865,21.1,17.440001,20.35,28,57,11.525
"359",10.715,5.35,29.625,83.169998,31.200001,5.528,83.900002,12.08,30,0.567,23.99,53.360001,10.81,22.78252,24.852501,24.406361,7.2,15.275,20.805,16.959999,19.77,27.575001,57,11.22
"360",10.5,5.4,29.775,83.5,31.5,5.564,84.900002,12.225,30,0.591,24.094999,53.27,11.135,23.620516,24.75,24.149651,7.081,15.56,21.1,17.1,20.02,27.995001,56.689999,11.215
"361",10.23,5.379,29.299999,83,31.5,5.538,80.82,12.115,28.805,0.57,24.040001,51.82,11.115,23.471317,24.6525,24.125881,6.985,15.185,20.959999,16.795,19.66,27.049999,55,11.04
"362",10.735,5.315,29.309999,83.669998,31.5,5.65,80.290001,12.625,27.5,0.589,24.605,53.939999,11.275,23.371853,24.282499,24.125881,6.654,15.27,21.295,17.25,19.889999,27.84,55.099998,11.82
"363",10.85,5.379,29.75,85.5,31.5,5.739,83.519997,13.265,28.66,0.575,25.27,53.32,11.695,23.498671,24.375,24.244728,7.15,15.465,21.52,17.9,20.57,27.9,55.470001,12.555
"364",10.67,5.254,29.66,86.07,31.5,5.927,82.809998,13.13,29.280001,0.576,25.190001,52.740002,11.47,23.125675,24.875,24.244728,7.31,15.865,22.055,18.094999,20.83,26.975,55.130001,12.35
"365",10.83,5.255,29.4,83.300003,31,6.012,83.150002,12.925,29.27,0.56,25.25,52.549999,11.77,23.026211,25.0375,24.244728,7.36,15.66,22.459999,18.355,20.98,27.299999,55,12.795
"366",10.755,5.349,29.495001,85.120003,31.200001,6.05,82.989998,12.83,30.004999,0.55,25.754999,52.360001,12.185,22.814848,25.0375,24.239975,7.3,15.91,22.6,18.700001,21.18,26.684999,55.009998,12.805
"367",10.365,5.119,28.200001,80,30,5.55,78.309998,12.245,29.5,0.578,24.440001,52.509998,11.27,22.747707,25,24.244728,7,15.435,19.895,17.32,19.700001,27.1,54.599998,10.9
"368",9.852,5.08,27.275,79.839996,30.5,5.217,76.970001,12.205,28,0.565,23.91,51.330002,10.675,22.702948,25,24.434883,6.996,14.88,18.870001,16.275,18.77,26.950001,53,9.963
"369",10.13,5.148,27.754999,81.470001,29.995001,5.317,78.279999,12.26,30,0.535,24.025,51.330002,10.92,22.379686,25.004999,24.434883,7.1,15,19.665001,16.915001,19.139999,26.955,52.799999,9.9
"370",10.395,5.201,29.174999,78,30.299999,5.395,82.269997,12.49,30,0.55,25.004999,52.900002,10.925,22.74522,25.504999,24.434883,7.3,15.18,20.184999,17.075001,19.139999,27,53.400002,10.9
"371",10.79,5.22,29.004999,78.900002,29.75,5.374,83,12.71,29.790001,0.536,25.215,54.34,11.275,23.250008,24.355,24.244728,7.34,15.01,20.309999,17.004999,19.219999,27.1,52.799999,10.89
"372",10.5,5.271,29.455,78.940002,30.99,5.38,84.75,12.625,29.565001,0.549,25.26,53.400002,11.35,23.521049,25.084999,24.363575,7.15,14.725,19.895,16.879999,19.459999,27.18,52.209999,11.55
"373",10.27,5.215,28.805,81.300003,30.299999,5.28,83.519997,12.685,29.77,0.54,24.940001,51.75,11.06,23.374338,24.754999,24.387344,7.02,14.88,19.945,16.66,19.33,26.940001,52.950001,11.41
"374",10.005,5.207,28.385,79,30.545,5.181,81.279999,12.53,29.200001,0.53,24.565001,49.935001,10.51,23.573271,24.504999,23.911959,7.188,14.87,19.065001,16.094999,18.51,26.940001,51.48,10.925
"375",10.055,5.17,28.959999,77.900002,30.545,5.184,81.699997,12.38,29,0.53,24.555,49.665001,10.445,23.598137,24.455,23.911959,6.902,15.23,19,16.16,18.48,26.700001,50.700001,10.895
"376",10.255,5.17,29.18,79,30.545,5.31,84.480003,12.585,28.309999,0.54,24.860001,50.689999,10.505,24.393858,24.799999,24.197189,6.95,15.45,19.15,16.344999,18.559999,26.209999,51.400002,11.195
"377",10.395,5.167,28.965,79.599998,30.545,5.342,83.650002,12.805,29.1,0.56,24.965,51.279999,10.595,24.393858,24.639999,24.387344,6.92,15.57,19.57,16.584999,18.93,26.75,51.119999,11.41
"378",10.565,5.145,29.905001,80.379997,30.200001,5.416,85.989998,13,29.575001,0.56,25.129999,53.110001,10.725,24.393858,24.665001,24.292267,7,16.030001,19.844999,16.98,19.530001,27,51.540001,12
"379",10.705,5.188,30.545,79.699997,30.445,5.522,87.760002,12.935,29.995001,0.56,25.33,53.110001,11.345,24.393858,24.91,24.197189,7.002,15.965,21.105,17.23,19.65,26.315001,54.200001,12.78
"380",10.5,5.12,29.700001,79.589996,29.9,5.434,87.07,12.98,29,0.54,25.434999,54.310001,11.25,24.493322,24.795,24.054573,6.89,16,20.33,16.959999,19.68,26,52.299999,12.36
"381",10.705,5.169,30.5,77.029999,30.6,5.53,89.849998,13.125,29.235001,0.55,25.875,55.16,11.725,24.505756,24.844999,24.282761,6.9,16.07,23.1,17.434999,20.120001,26.07,52.560001,12.91
"382",10.9,5.15,30.65,76.080002,31,5.547,90.470001,13.305,29.48,0.55,25.84,55.220001,11.82,24.368992,24.905001,24.225714,7,15.965,23.200001,17.42,20.27,28.25,52.990002,12.905
"383",11.23,5.123,30.275,69.010002,31.200001,5.679,92.25,13.78,28.805,0.55,25.195,55.110001,11.97,24.503269,25,24.320791,7.1,15.995,23.530001,17.695,20.26,27.834999,51.310001,13.23
"384",10.73,5.09,30.49,71.25,31.885,5.605,92.050003,13.79,29,0.54,24.865,54.400002,11.745,24.836479,24.75,24.320791,7.026,15.915,23.440001,17.18,20.440001,28.190001,51,13
"385",10.635,5.067,30.950001,69.989998,31.9,5.794,92.879997,13.785,29.105,0.55,24.375,54.650002,11.86,24.866318,25.065001,24.339806,7.23,15.89,23.91,17.51,20.440001,28.120001,49.650002,13.35
"386",10.68,5.141,30.615,65.470001,31.799999,5.713,92.18,13.865,28.610001,0.56,24.33,56.040001,11.945,24.617655,25,24.339806,7.35,16.184999,23.9,17.565001,20.5,28.1,49.91,13.405
"387",10.595,5.156,30.65,65.629997,32.139999,5.646,92.419998,13.93,28.6,0.56,24.559999,57.259998,12.05,24.617655,25.125,23.788357,7.3,16.385,24.25,17.205,20.379999,28.09,49.970001,13.38
"388",10.54,5.31,31.1,69.480003,32.900002,5.65,92.599998,14.245,28.754999,0.56,24.02,56.639999,11.69,24.866318,27.450001,23.788357,7.489,16.665001,23.74,17.34,20.5,28,50,13.545
"389",10.26,5.33,31.139999,70.589996,33.145,5.511,93.769997,13.99,28.795,0.56,24.055,56.049999,11.735,24.617655,26.764999,24.192436,7.5,16.605,23.709999,17.215,20.84,28,50.07,13.945
"390",10.23,5.311,31.184999,73.220001,33.209999,5.662,93.779999,13.995,29.32,0.57,24.325001,57.189999,11.585,24.7395,26.889999,24.244728,7.5,16.594999,23.635,17.940001,21.02,28.200001,50.18,13.94
"391",10.445,5.11,31.245001,71.940002,33.029999,5.55,93.690002,14.01,29.299999,0.55,24.040001,55.82,11.55,24.741987,26.32,24.339806,7.5,16.655001,23.65,17.370001,19.83,28.469999,50.619999,13.655
"392",10.605,5.264,31.209999,70.559998,33.029999,5.54,93.739998,14,29,0.561,23.764999,54.84,11.8,24.734528,26.35,24.339806,7.418,16.799999,23.705,17.76,19.48,27.969999,51,13.575
"393",10.49,5.218,31.139999,70.970001,33,5.444,92.400002,14.08,29,0.545,23.629999,54.93,11.205,25.351212,26.014999,24.377836,7.55,16.82,23.025,17.379999,19.85,28.4,50.900002,13.465
"394",10.3,5.191,30.905001,66.690002,32.5,5.37,91.970001,13.96,29,0.559,23.315001,54.099998,10.99,24.928484,25.9,24.377836,7.53,16.690001,22.66,17.120001,19.34,28.389999,50.310001,13.45
"395",10.095,5.161,30.73,67.379997,32.5,5.316,92.5,13.975,29.049999,0.55,23.01,55.84,10.95,24.978216,25.725,24.434883,7.66,16.434999,22.535,16.885,19.33,28.049999,50,13.475
"396",10.4,5.131,31,68,33,5.313,93.800003,14.075,29.315001,0.559,23.290001,55.639999,11.145,25.338778,25.549999,24.434883,7.868,16.475,22.934999,16.75,19.59,28,50.049999,13.625
"397",10.25,5.208,31.639999,68.5,33.25,5.294,97,13.785,29.9,0.54,23.705,56.43,11.495,25.537708,25.945,24.434883,7.766,16.639999,24.065001,16.674999,19.940001,28.07,50.02,14.18
"398",10.4,5.142,31.719999,69.489998,32.790001,5.386,97.480003,13.98,29.84,0.54,23.844999,57.610001,11.685,26.010168,26.205,24.434883,7.86,16.620001,24.305,17.254999,19.959999,28.299999,51,13.885
"399",10.615,5.217,31.594999,69.889999,32.75,5.42,97.800003,14.12,29.879999,0.532,24.370001,58.810001,11.88,25.773939,25.865,24.434883,8.135,16.719999,24.5,17.25,20.139999,28.245001,51,13.97
"400",10.63,5.231,31.145,69.43,32.494999,5.376,97.029999,14.2,29.35,0.55,24.635,58.900002,11.99,25.612309,25.129999,24.244728,7.994,16.75,24.35,17.09,19.93,28.01,51.029999,13.96
"401",10.695,5.25,30.969999,70,32.75,5.416,97.5,14.155,29.995001,0.555,24.945,58.830002,11.915,25.686907,25,24.149651,8.067,16.65,24.535,17.245001,19.9,28.49,51.220001,13.85
"402",10.715,5.198,32.080002,69.120003,32.23,5.41,97.010002,13.755,30,0.532,25.26,59.169998,11.92,25.736639,24.995001,24.149651,7.95,16.82,24.799999,17.16,20.02,28.305,50.810001,13.745
"403",10.7,5.208,31.85,66.699997,32,5.43,98.080002,13.645,29.309999,0.535,25.375,60.720001,11.85,24.642521,24.9,24.244728,8,16.605,24.43,16.965,19.93,28.215,50.5,13.425
"404",10.395,5.191,32.299999,66.529999,32.285,5.317,98.410004,13.705,29.215,0.535,25.235001,59.990002,11.76,25.46311,24.995001,24.244728,7.999,16.365,24.24,16.879999,19.700001,28.775,50.029999,13.515
"405",10.495,5.266,32.43,65.980003,32.244999,5.381,99.330002,13.825,28.299999,0.532,25.17,60.220001,11.515,25.599874,24.504999,24.339806,7.93,16.459999,24.42,17.045,19.799999,28.200001,50,13.9
"406",10.51,5.175,32.490002,65.849998,32.5,5.364,99.980003,13.465,27.33,0.538,25.115,61.360001,11.465,25.848537,24.504999,24.339806,7.998,16.475,24.584999,16.805,19.6,28.889999,49.799999,13.685
"407",10.3,5.194,32.07,63.400002,32.630001,5.361,100.199997,13.665,26.5,0.535,24.815001,59.110001,11.505,25.612309,24.785,24.244728,7.841,16.43,24.445,16.745001,19.280001,28.299999,49.299999,13.96
"408",10.46,5.075,32.255001,63.549999,32.740002,5.396,102,13.59,26.309999,0.525,24.98,59.900002,11.635,25.97287,24.59,24.244728,7.889,16.645,24.959999,17.280001,19.950001,28.594999,49.509998,14.14
"409",10.405,5.095,32.700001,63.490002,32.740002,5.38,99.120003,13.675,26.5,0.539,24.855,54.799999,12,26.109634,24.959999,24.149651,7.9,16.58,25.785,17.200001,20,28.719999,50.75,14.495
"410",10.485,5.101,32.43,62.509998,32.740002,5.4,100.550003,13.86,26.450001,0.533,24.75,52.509998,11.955,26.221533,25,24.149651,7.98,16.58,25.665001,16.67,20,28.540001,50.560001,13.98
"411",10.505,5.099,32.375,62.790001,32.75,5.439,104,14.105,26.559999,0.538,25.215,54.349998,12.06,26.122066,25.495001,24.149651,7.97,16.434999,25.52,16.855,20.27,28.51,51.009998,14.1
"412",10.6,5.1,32.25,63.490002,32.75,5.404,105.150002,13.99,27.02,0.535,24.945,54.060001,12.25,26.221533,25.370001,24.149651,7.803,16.65,25.52,16.764999,20.74,28.299999,52.490002,14.155
"413",10.875,5.133,32.375,63.119999,32.75,5.468,105.400002,14.01,26.9,0.575,25.195,53.41,12.45,26.0972,25.315001,24.149651,7.9,16.969999,25.715,16.945,20.799999,28.700001,52.709999,14.695
"414",10.8,5.12,32.200001,62.75,32.5,5.741,106.199997,13.85,26.815001,0.652,25.120001,52,12.74,25.985304,24.905001,24.729624,7.95,17.004999,25.184999,17.635,20.49,29,53.599998,14.665
"415",11.045,5.12,32.509998,63.5,32.299999,5.75,108,13.985,27,0.745,24.985001,51.349998,12.705,25.985304,24.969999,23.854912,8,16.975,25.950001,17.65,20.440001,29,54.099998,14.71
"416",11.17,5.12,33.200001,63.529999,32.27,5.63,108.650002,13.84,27.02,0.725,25.450001,51.029999,12.96,25.58744,24.68,24.434883,8,17.1,26.725,17.51,20.43,29.200001,54.5,14.56
"417",11.535,5.147,33.349998,65.470001,32,5.699,108.25,13.985,26.780001,0.7,25.65,54.150002,12.88,25.97287,25.389999,24.43013,8.05,17.504999,26.615,17.459999,20.5,29.9,54.599998,14.75
"418",11.7,5.16,33.490002,67.989998,32.119999,5.648,109.199997,14.28,26.9,0.67,25.695,53,12.76,25.699341,25.700001,24.43013,8.051,17.66,26.264999,17.49,20.77,30.299999,54.790001,16.129999
"419",11.65,5.14,33.009998,70.349998,32.119999,5.74,108.599998,14.225,27,0.681,26,52.549999,12.91,25.736639,25.08,24.43013,8.13,17.495001,26.440001,17.559999,20.889999,30.299999,54.5,16.32
"420",11.505,5.16,33,71.75,32.119999,6.103,106.949997,14.165,26.855,0.7,25.950001,54.169998,13.2,25.612309,25.049999,24.235222,8.135,17.49,26.865,18.049999,20.93,30.4,54.509998,16.805
"421",11.415,5.141,32.764999,72.839996,32.275002,6,105.099998,14.135,26.4,0.705,25.799999,54.990002,13.46,25.612309,24.25,23.769342,8.07,17.26,26.709999,18.115,20.790001,30.549999,55,16.299999
"422",11,5.089,32.529999,70.419998,32,5.939,106.400002,13.9,26.16,0.718,25.700001,53.509998,13.385,25.761505,24.1,23.331985,7.98,17.145,26.455,18,20.65,30.299999,54.200001,15.74
"423",10.83,5.092,32.115002,72.599998,31.605,5.787,107.5,13.955,26.004999,0.729,25.184999,52.650002,13.285,25.786371,23.5,23.293955,8,17,26.434999,17.465,20.51,29.309999,53.790001,15.6
"424",10.8,5.09,31.67,71.910004,31.5,5.75,106.699997,13.72,25.75,0.729,24.84,52.18,13.175,25.475542,23.5,23.36051,7.92,16.855,25.780001,17.155001,20.219999,29.620001,53.380001,15.31
"425",10.76,5.085,31.855,72.389999,31.655001,5.751,105.199997,13.82,25.764999,0.7,25.190001,51.09,13.315,25.500408,22.73,23.341494,8,16.809999,26.08,17.33,20.43,29.530001,53.490002,15.55
"426",10.76,4.992,31.684999,69.309998,32,5.72,105.449997,13.705,25.9,0.709,24.73,51.389999,13.14,25.599874,22.264999,23.046755,7.978,17.254999,25.26,17.045,20.43,30.235001,52.580002,15.81
"427",11.15,5.004,31.924999,70.099998,32,5.748,105.599998,13.92,25.85,0.702,24.959999,52.639999,13.22,25.786371,22.6,22.818567,7.999,17.200001,25.815001,17.16,20.85,29.834999,52.049999,16.110001
"428",11.265,5.09,31.985001,69,32,5.766,96.510002,13.835,25.82,0.699,24.83,51.029999,13.265,25.550142,22.1,22.533337,7.99,17.375,25.85,17.264999,20.82,30.25,52,16.27
"429",11.26,5.14,32.494999,68.489998,31.65,5.85,98.889999,13.845,24.5,0.7,24.93,53.740002,13.495,25.239313,22,22.533337,7.988,17.145,26.27,17.434999,20.66,30.035,52,16.24
"430",11.335,5.132,32.924999,69,31.5,5.866,99.5,14.125,24.6,0.7,25.25,55,13.54,26.109634,22.08,22.457273,7.998,17.5,26.52,17.924999,21.190001,29.25,51.779999,16.684999
"431",11.235,5.097,33.330002,68.93,31.67,5.9,99.5,14.135,24.5,0.7,25.18,54.400002,13.56,25.97287,22,22.423998,8.099,17.514999,26.434999,17.9,21.299999,29.959999,51.91,16.65
"432",11.44,5.106,32.785,68,31.5,5.825,99.730003,13.975,24.555,0.69,24.93,54.52,13.295,25.58744,22,22.423998,7.876,17.42,25.945,17.73,21,29.995001,51.959999,16.445
"433",11.115,5.081,32.599998,68,31.5,5.7,101.699997,14.1,24.299999,0.687,24.525,52.77,13.29,25.848537,21.995001,22.343182,8.042,17.35,26.049999,17.690001,21.02,29.855,52.25,16.424999
"434",11.005,5.084,31.83,71.489998,31.334999,5.757,102.5,14.25,24.415001,0.69,24.535,53.200001,13.51,26.109634,21.93,22.343182,8,17.254999,25.91,17.91,21.360001,29.934999,53.599998,17.040001
"435",11,5.061,31.5,71.239998,31.5,5.785,105.150002,14.945,24.530001,0.698,25.52,58.5,13.56,25.873404,22.15,22.343182,7.901,17.4,26.205,17.785,21.35,30.09,54.189999,17.264999
"436",10.94,5.025,31.52,72.769997,31.645,5.785,104,14.85,24.299999,0.7,25.620001,59,13.555,26.333431,22,22.533337,7.99,16.969999,26.365,18.07,20.9,29.709999,53.77,17.190001
"437",11.05,5.065,31.969999,71.540001,31.49,5.7,104.349998,14.855,24.25,0.7,25.344999,59,13.59,26.035034,21.99,22.533337,7.99,17.23,26.24,17.91,21.02,29.940001,54.599998,17.200001
"438",11.13,5.057,32.5,71.449997,31.49,5.79,104.5,15.05,24.370001,0.709,25.799999,58.290001,13.89,26.296131,22.004999,22.343182,7.949,17.115,26.465,18.075001,20.940001,30.74,54.849998,16.870001
"439",11.09,5.076,32.384998,70.050003,31.5,5.89,107.199997,14.995,24.200001,0.71,25.785,60.509998,13.99,26.296131,22,22.343182,7.9,16.700001,26.955,18.59,20.49,30.58,54,16.875
"440",11.14,5.1,31.85,69.82,31.65,5.85,109.900002,14.975,23.9,0.709,25.934999,60.07,14.19,26.358297,21.815001,22.343182,7.903,16.575001,27.030001,18.625,20.190001,30.66,54.779999,16.610001
"441",11.25,5.064,31.375,70.199997,31.65,5.836,111,14.74,23.705,0.71,25.59,60.490002,14.155,26.64426,21.705,22.343182,7.92,16.42,26.75,18.5,20.190001,30.495001,54,15.775
"442",11.39,5.074,31.315001,69.5,31.09,5.846,111.5,14.57,24.25,0.695,26.25,61.84,14.41,26.283697,21.764999,22.343182,7.989,16.469999,26.945,18.264999,20.17,29.809999,53.5,15.715
"443",11.3,5.1,31.719999,70.699997,31.1,5.87,111.800003,14.64,24.450001,0.71,26.525,61.09,14.225,26.258833,22.295,22.485798,8.013,16.379999,27.004999,18.445,20.25,30.059999,53,16
"444",11.3,5.144,31.16,70.510002,31.4,5.853,110.75,14.705,24.75,0.694,26.74,61.349998,14.325,26.60696,21.965,22.485798,8.01,16.295,27.129999,18.424999,19.99,29.969999,52.709999,15.5
"445",10.84,5.1,31.549999,69.970001,31.35,5.73,110.75,14.69,24.799999,0.7,26.985001,60.630001,13.875,26.781025,22.184999,22.343182,8.048,16.42,26.57,17.955,19.629999,29.5,53.099998,15.26
"446",11,5.15,31.844999,71.199997,31.6,5.797,113,14.975,24.655001,0.7,27.475,60.619999,14.2,26.48263,22.155001,21.867794,7.989,16.344999,27.334999,18.115,19.66,29.59,53.490002,15.855
"447",11.1,5.16,31.514999,69.970001,31.6,5.777,112.849998,14.88,24.5,0.7,27.09,60.849998,14.23,26.793459,22.360001,21.867794,7.994,16.219999,27.715,17.92,19.370001,29.700001,53.310001,15.87
"448",11.13,5.096,31.58,69.669998,31.6,5.786,117,15.125,24.165001,0.682,27.709999,63.240002,14.39,26.793459,22.555,21.867794,8,16.33,28.055,18.25,19.639999,29.895,53.5,16.450001
"449",10.25,5.151,31.535,70.18,31.665001,5.788,117.5,14.95,24.219999,0.69,27.58,64.540001,14.46,26.781025,22.41,21.867794,7.999,16.23,27.934999,18.105,19.6,30.290001,52.84,16.424999
