"","ATS.VI","TKA.VI","POST.VI","DOC.VI","AMAG.VI","UQA.VI","LNZ.VI","VER.VI","SEM.VI","WXF.VI","OMV.VI","SBO.VI","RBI.VI","AGR.VI","FLU.VI","WOL.VI","PYT.VI","CAI.VI","EBS.VI","VIG.VI","IIA.VI","STR.VI","ROS.VI","ZAG.VI"
"604",9.47,7.25,39.674999,67.349998,45.455002,7.538,163.75,17.139999,25.25,1.36,47.93,62.810001,23.809999,26.725,33.59,18.093224,17.799999,21.84,32.555,24.645,19.870001,37.5,58.900002,19.485001
"605",9.424,7.192,39.5,67.459999,45.490002,7.735,165.899994,17.049999,25.445,1.364,48.215,63.939999,24.184999,27.3375,33.849998,18.116993,17.85,22.094999,33.400002,24.844999,20.299999,37.849998,59,19.795
"606",9.297,7.135,38.959999,65.669998,44.900002,7.699,166.050003,16.775,25.02,1.359,48.459999,62.5,24.045,26.75,33.595001,16.923771,17.77,21.815001,32.700001,24.754999,19.889999,38.080002,58.299999,19.635
"607",9.4,7.068,39.259998,66.160004,44.564999,7.633,165,16.605,25.1,1.358,48.764999,62.5,23.715,26.975,33.235001,16.923771,17.645,21.639999,32.674999,24.625,19.67,38.060001,57.549999,19.355
"608",9.448,7.1,39.455002,65.989998,44.915001,7.652,165,16.610001,25.325001,1.363,46.959999,61.759998,22.280001,26.8125,33.330002,16.719355,17.719999,21.98,32.294998,24.545,19.889999,38.560001,57.669998,19.65
"609",9.448,7.1,39.455002,65.989998,44.915001,7.652,165,16.610001,25.325001,1.363,46.959999,61.759998,22.280001,26.8125,33.330002,16.719355,17.719999,21.98,32.294998,24.545,19.889999,38.560001,57.669998,19.65
"610",9.3,6.95,40.400002,64.629997,44.994999,7.7,159.199997,16.440001,25.639999,1.36,46.09,61.369999,22.254999,26.7875,33.035,16.733616,17.65,22.295,32.205002,24.58,19.889999,38.455002,57.27,19.440001
"611",9.5,6.832,40.040001,64.599998,45,7.81,157,16.940001,25.49,1.35,47.919998,60.880001,22.629999,26.924999,33.474998,16.733616,18.049999,22.045,32.900002,25.014999,19.950001,38.900002,57.189999,19.99
"612",9.75,6.825,39.400002,64.260002,44.990002,7.791,155.300003,17.01,25.855,1.332,46.455002,59.279999,21.754999,28.625,33.404999,16.733616,18.049999,21.709999,32.445,24.76,19.65,38.555,58.200001,19.795
"613",9.8,6.86,39.049999,64.440002,44.994999,7.753,160,17.075001,26.200001,1.278,47.215,59,22.065001,28.299999,33.555,15.792351,17.895,21.725,32.189999,24.745001,20.1,38.09,57.700001,19.725
"614",9.919,6.945,38.52,64.18,44.830002,7.817,159.100006,16.695,26.200001,1.323,45.75,58.200001,21.57,28.15,33.645,15.687765,17.985001,21.780001,31.74,24.834999,20.27,38.25,57.490002,19.799999
"615",9.97,6.901,38.150002,64.07,44.709999,7.699,158.149994,16.315001,26.895,1.308,45.830002,58.400002,21.235001,28,33.380001,15.687765,17.965,21.725,31.245001,24.465,20.35,37.900002,57.610001,17.82
"616",9.88,6.895,38.674999,64.040001,46.990002,7.756,162.149994,16.455,26.325001,1.3,45.880001,58.5,21.76,28.65,33.575001,15.782843,17.67,21.690001,31.790001,24.85,20.299999,38.150002,58.18,17.565001
"617",10.095,6.813,38.299999,64,46.950001,7.77,157.300003,16.15,26.205,1.319,46.080002,59.099998,22.174999,28.450001,34,15.925459,17.549999,21.58,32.18,24.57,20.27,37.950001,57.439999,17.58
"618",9.894,6.749,37.41,63,46,7.763,161.449997,16.395,26.094999,1.32,46.200001,58.029999,22.355,28.825001,33.919998,15.830381,17.065001,21.25,32.75,24.290001,19.9,37.5,58.880001,17.01
"619",9.872,6.9,37.685001,61.810001,46,7.877,156.600006,16.469999,26.094999,1.309,45.509998,56.779999,22.24,28.225,33.334999,15.830381,16.879999,21.139999,33.099998,24.48,19.84,37.845001,58.869999,16.615
"620",9.839,6.88,38.035,61.810001,47.494999,8.16,156.899994,16.690001,25.540001,1.3,45.435001,57.299999,22.1,28.5625,33.25,15.830381,16.49,21.360001,33.525002,24.695,20.01,37.860001,57.700001,16.24
"621",9.929,6.79,38.205002,61.799999,46.5,8.204,155.300003,16.745001,25.844999,1.281,46.014999,56.619999,22.52,28.8125,33.189999,15.212379,16.834999,21.16,34.049999,25.219999,19.940001,37.525002,57.299999,16.775
"622",9.996,6.87,38.25,62.689999,46.700001,8.254,154.25,16.68,25.895,1.292,45.639999,59.389999,22.76,28.625,33.185001,15.354995,16.6,21.110001,34.549999,25.305,20.02,37.025002,58.75,16.5
"623",10,6.89,38.115002,61.790001,46.599998,8.31,154.300003,16.700001,25.799999,1.292,45.16,59.380001,22.395,28.625,33.330002,15.421549,16.639999,21.24,34.77,25.389999,19.98,35.759998,58.889999,16.575001
"624",10.035,6.87,38.075001,60.98,46.494999,8.441,152.699997,16.709999,26,1.27,44.939999,60.25,22.855,28.424999,33.049999,15.497611,16.5,20.93,35.450001,26.040001,19.879999,35.799999,58,16.424999
"625",9.944,6.86,38.150002,60.959999,46.5,8.486,153,17.075001,25.799999,1.229,44.435001,59.77,22.775,28.5,32.57,15.782843,16.254999,21.33,34.599998,25.955,19.93,35,57.700001,16.6
"626",9.799,6.852,38.150002,60.799999,46.494999,8.6,152.550003,17.065001,25.799999,1.22,45.035,58.459999,22.690001,28.737499,32.799999,16.158398,16.545,21.315001,35.080002,25.945,19.99,35.130001,57.700001,16.584999
"627",9.684,6.863,38.119999,60.060001,46.485001,8.583,149.75,17.004999,25.629999,1.225,45.224998,58.09,22.4,28.950001,32.560001,16.339045,16.469999,21.344999,35.115002,26.055,19.959999,35.294998,57.700001,16.5
"628",9.855,6.889,38.060001,61.259998,46.490002,8.61,151,17.34,26.450001,1.24,46.555,60.029999,22.43,28.200001,32.68,16.243967,16.745001,21.405001,34.654999,26.200001,20.09,35.599998,57.799999,17.32
"629",9.879,6.89,38.52,61.5,45.799999,8.617,150.199997,17.4,26.200001,1.264,47.299999,60.66,22.045,28,32.27,16.25823,16.725,21.59,35,26.08,20.49,36,58.849998,16.885
"630",9.956,6.908,38.560001,61.580002,46.185001,8.705,153.449997,17.49,26.1,1.26,47.575001,61.400002,21.565001,28.25,32.514999,16.600508,16.799999,21.65,34.904999,26,20.58,36.299999,57,16.75
"631",10.035,7.04,39.395,61.740002,46.490002,8.866,152.449997,17.49,26.1,1.236,47.91,62.16,21.940001,28,33.345001,16.600508,16.76,21.754999,35,26,20.41,36.849998,57.41,16.940001
"632",10.15,7.059,39.055,61.880001,46.165001,8.851,151.399994,17.42,26.1,1.24,47.775002,63.110001,21.365,28.2875,33.549999,16.600508,16.49,21.76,34.959999,25.85,20.6,36.514999,56.599998,16.844999
"633",10.525,7.266,38.814999,62.919998,46.695,8.717,151.550003,17.525,26,1.231,47.715,62.700001,21.809999,28.85,33.400002,16.600508,16.91,21.75,34.825001,25.67,20.65,36.685001,57.41,17.1
"634",11.09,7.3,38.66,61.610001,46.540001,8.636,152.050003,17.469999,26.1,1.257,48.625,63.720001,21.799999,28.625,33.990002,16.262983,16.83,21.555,34.674999,25.385,20.889999,36.5,57,16.9
"635",11.2,7.328,38.310001,61.09,46.639999,8.487,149,17.33,25.76,1.255,47.224998,62.5,21.504999,28.75,33.75,16.163153,16.75,21.594999,34.310001,25.25,20.77,36.849998,57.5,16.844999
"636",11.28,7.341,38.154999,60.549999,46.599998,8.49,145,17.370001,25.5,1.289,47.115002,61.290001,22.040001,28.75,33.619999,16.25823,16.389999,21.6,34.654999,25.280001,20.559999,36.759998,57,16.92
"637",11.325,7.39,38.174999,60.619999,46.650002,8.694,143.600006,17.445,25.6,1.3,48.099998,62.619999,23.540001,28.6,33.990002,16.148891,16.530001,21.85,35.130001,25.73,20.860001,36.75,57,17.219999
"638",11.42,7.359,38.785,60.540001,46.549999,8.69,145.899994,17.254999,25.32,1.294,48.990002,63.18,24.889999,28.75,34.310001,16.305767,16.450001,21.855,35.34,25.785,20.799999,37.049999,53.200001,17.125
"639",11.38,7.495,38.884998,61.41,46.665001,8.72,144.5,16.530001,24.93,1.29,48.98,63.630001,25,28.424999,34.389999,16.167906,16.485001,21.834999,35.740002,25.629999,20.950001,37.064999,53.18,16.98
"640",11.33,7.697,38.685001,61.490002,47,8.727,145.699997,16.645,24.799999,1.245,48.650002,63.759998,25,28.6,34.389999,16.438877,16.295,21.795,35.5,25.625,20.9,37.470001,52.43,17
"641",11.21,7.633,38.915001,61.900002,46.900002,8.747,151,16.725,25.82,1.295,47.82,64,24.92,28.625,33.205002,16.595755,15.595,21.799999,35.115002,25.48,20.559999,37.485001,51.099998,16.75
"642",11.255,7.87,39.154999,61.189999,46.895,8.628,152.649994,17.205,25.98,1.29,48.674999,63.57,24.77,28.6,33.490002,16.595755,15.45,21.799999,35.465,25.555,20.82,37.599998,52.099998,16.73
"643",11.33,7.904,39.310001,62.919998,47.5,8.691,150.899994,17.559999,25.75,1.25,48.514999,61.389999,24.135,28.6875,33.415001,17.047373,15.635,21.9,35.5,25.605,20.92,37.735001,52.5,16.695
"644",11.57,7.932,39.494999,61.34,47.48,8.72,150,17.57,25.764999,1.239,49.325001,60.25,24.705,28.5,33.869999,17.014095,16.1,21.9,35.799999,25.9,20.950001,36.849998,53.099998,16.559999
"645",11.91,7.932,39.439999,61.950001,47.48,8.4,150.449997,17.6,25.795,1.217,49.314999,59.040001,24.950001,28.7125,33.695,17.018848,16.6,22.120001,36.764999,25.52,21.450001,37.080002,53.200001,17.110001
"646",12.345,7.901,39.395,61.73,47.439999,8.42,151,17.535,25.995001,1.258,49.485001,58.599998,25.799999,28.5,34.055,17.018848,16.75,22.495001,37.299999,25.665001,21.49,37.360001,53.040001,16.975
"647",12.35,8,39.509998,60.830002,47.105,8.55,152,17.530001,25.5,1.231,49.285,57.610001,25.834999,28.424999,33.654999,17.018848,16.360001,22.495001,37.25,25.655001,21.16,37.189999,53.59,16.754999
"648",12.11,7.91,39.619999,59.040001,47.389999,8.391,150.050003,17.6,25.735001,1.246,49.244999,57.27,25.26,27.9375,33.200001,16.828693,16.17,22.495001,36.134998,25.4,21.290001,37.290001,52.490002,16.665001
"649",11.78,7.754,38.75,60.110001,47.365002,8.266,146.100006,17.375,25.5,1.226,48.060001,56.57,25.440001,28.15,32.32,16.25823,15.94,22.405001,35.700001,25.125,21.209999,37.080002,52.509998,16.504999
"650",11.77,7.682,38.330002,58.669998,47.365002,8.191,145.5,17.129999,25.6,1.202,46.695,55.099998,25.445,27.875,32.645,16.519691,16.209999,21.83,35.380001,24.785,21.01,36.700001,51.099998,16.424999
"651",11.725,7.792,38.150002,61.860001,47.5,8.337,147.399994,17.75,26,1.246,46.965,55.619999,26.01,28.25,32.5,16.543463,16.434999,22.245001,36.130001,25.370001,21,36.900002,51.360001,16.83
"652",11.925,7.904,37.314999,61.57,47.5,8.22,148.75,18.025,26.780001,1.229,46.555,56.009998,26.985001,28.299999,32.720001,16.838202,16.375,22.43,36.634998,25.275,21.379999,37.200001,51.630001,16.870001
"653",11.89,7.95,37.509998,60,48.5,8.214,148.199997,18.209999,26.385,1.229,46.5,55.040001,26.4,28,32.855,16.828693,16.285,22.700001,36.5,24.945,21.52,37.099998,51.5,16.99
"654",11.615,8,37.625,52.810001,49,8.249,147.5,18.27,26.370001,1.219,45.57,53.82,25.969999,27.975,32.25,16.457891,16.209999,22.545,35.810001,24.885,21.440001,37.049999,51.599998,16.690001
"655",11.44,8.066,37.494999,48.130001,50.099998,8.177,146.399994,18.365,26.15,1.229,45.955002,53.200001,25.639999,27.75,31.139999,16.315275,15.995,22.405001,35.139999,24.684999,21.450001,36.849998,52.400002,16.610001
"656",11.705,8.165,37.794998,49.84,50.450001,8.287,145.050003,18.545,26,1.22,46.314999,52.990002,26,27.6,32.32,16.438877,16.299999,22.459999,35.380001,24.9,21.48,36.950001,52.5,15.2
"657",11.59,8.105,37.52,47.334999,49.950001,8.327,152,18.645,25.504999,1.219,46.965,53.200001,26.139999,26.950001,32.470001,16.438877,16.4,22.49,35,25.110001,21.540001,37,53.099998,15.155
"658",11.825,8.159,37.505001,45.494999,50.73,8.326,141.550003,18.6,25.385,1.212,47,57.5,26.764999,27.375,32.470001,16.391338,16.25,22.93,35.560001,25.17,21.290001,36.965,53.130001,15.17
"659",11.71,8.206,37.560001,47.509998,51.25,8.507,141,18.775,25.315001,1.21,46.825001,59.799999,27.17,27.049999,32.799999,16.4674,16.1,23.540001,36.450001,25.305,21.200001,36.5,53.490002,15.765
"660",11.605,8.136,37.490002,45.389999,51.5,8.46,133.100006,18.295,25.049999,1.18,46.349998,60.009998,27.155001,26.549999,32.540001,16.053814,16.115,23.495001,36.299999,25.16,21.290001,36.299999,53.68,15.385
"661",11.455,8.185,37.119999,45.349998,49.549999,8.385,126.849998,17.895,25.15,1.18,46.415001,59.450001,26.465,26.5375,32.654999,15.635473,16.049999,23.5,35.549999,24.605,21.280001,36.474998,53.73,14.95
"662",11.63,8.014,37.544998,43.705002,50.330002,8.425,131.600006,18.030001,24.799999,1.207,47.215,58.5,27.01,27,32.810001,15.687765,16.030001,23.620001,35.834999,24.975,21.82,36.290001,53.93,15.025
"663",11.615,8.084,37.639999,44.395,50.330002,8.525,132.5,18.049999,25.045,1.288,48.290001,58.5,27.559999,26.975,33.009998,15.402533,16.1,23.955,35.494999,24.799999,22.25,36.134998,54.689999,15.175
"664",11.74,8.139,38.25,44.549999,50.279999,8.551,135.149994,17.965,25.004999,1.32,48.48,60.029999,28.280001,27.762501,33.404999,15.307456,16.035,23.700001,35.880001,25.18,22.9,36.005001,55.380001,14.895
"665",11.7,8.12,38.130001,44.150002,50.09,8.48,136.649994,17.895,25.049999,1.32,48.505001,60,27.629999,28.125,33.634998,15.212379,16.120001,23.540001,35.755001,24.955,22.700001,36.130001,55.77,15
"666",11.815,8.183,38.044998,43.84,51.549999,8.44,137.25,18.18,24.895,1.32,48.535,60.25,27.004999,28.75,33.075001,15.212379,16.16,23.355,35.169998,24.780001,22.719999,35.939999,55.860001,14.76
"667",11.905,8.16,38,43.5,52.68,8.41,140,18.280001,24.99,1.319,48,61.490002,27.129999,28.275,32.834999,15.212379,16.075001,23.344999,35,24.809999,22.719999,35.509998,56.48,14.355
"668",12.075,8.111,38,43.610001,51.52,8.472,145,18.459999,24.700001,1.315,48.900002,61.619999,27.200001,28.237499,32.700001,15.212379,16.305,23.389999,34.575001,24.57,22.700001,35.450001,56.759998,14.195
"669",11.99,8.08,37.904999,43.285,51.66,8.479,148.199997,18.360001,24.639999,1.314,47.895,60.799999,27.24,27.700001,31.68,15.402533,16.35,23.844999,34.860001,24.315001,22.58,35.25,57.189999,14.07
"670",12.15,8.1,38.485001,44.455002,52.869999,8.6,147,18.924999,25,1.314,47.805,60.380001,27.594999,27.575001,31.629999,15.402533,16.415001,23.889999,35.400002,24.635,22.68,35.685001,57.5,14.16
"671",11.915,8.061,38.639999,43.755001,52.709999,8.56,132.899994,18.889999,24.615,1.317,47.669998,60.220001,28.084999,28.375,31.809999,15.559411,16.700001,23.92,36.544998,24.92,22.65,35.66,57.599998,14.06
"672",12.2,8.14,38.674999,43.68,52.400002,8.6,129.350006,18.620001,24.700001,1.345,48.064999,61.98,27.99,28.075001,32.150002,15.559411,17.695,24.08,36.369999,25.1,22.620001,36.605,56.720001,14.175
"673",12.285,8.171,39.41,43.860001,52.869999,8.521,128.149994,18.915001,24.955,1.449,48.055,63.700001,27.799999,27.5,32.400002,15.559411,17.695,24.209999,36.595001,24.65,22.559999,36.700001,55.900002,14.31
"674",12,8.165,39.174999,43.275002,52.950001,8.654,129.649994,19.049999,25.225,1.43,47.084999,65.800003,27.594999,27.475,33.490002,15.212379,17.190001,24.5,36.110001,24.93,22.370001,36.849998,55.5,14.095
"675",12.3,8.186,39.895,43.439999,53,8.7,129.149994,19.094999,25.75,1.439,48.224998,64.900002,28.195,27.9375,33.400002,15.478595,17.43,24.245001,36.299999,24.75,22.5,36.689999,54.959999,14.15
"676",12.25,8.22,40.07,42.900002,53.400002,8.695,128.199997,19.17,25.695,1.43,48.57,65.849998,28.360001,28.125,33.490002,15.644981,17.4,24.139999,35.950001,24.33,22.5,36.619999,55.080002,14.185
"677",12.04,7.696,40.264999,42.950001,54.139999,8.653,124.099998,19.32,25.200001,1.45,48.59,65,28.25,28.125,33.544998,15.782843,17.5,24.225,36.355,24.415001,22.43,36.509998,55.299999,14.15
"678",11.99,7.665,39.439999,41.880001,54.400002,8.524,123.849998,18.889999,25.049999,1.485,48.115002,64.400002,28.495001,27.9125,33.099998,15.972998,17.690001,24.285,36.93,24.495001,22.030001,36.255001,55.34,14.015
"679",12.195,7.647,39.264999,42.5,54.43,8.584,124.150002,18.715,25.389999,1.485,49.355,64.660004,28.665001,27.950001,33.195,15.96349,17.790001,24.305,36.349998,24.6,21.969999,35.990002,55.900002,14.015
"680",12.105,7.499,39.345001,41.665001,54.400002,8.653,127.150002,19.059999,25.125,1.466,49.59,67.080002,28.639999,26.75,32.950001,16.068075,18.629999,24.280001,35.82,24.57,22.059999,36.349998,56.779999,13.945
"681",12.095,7.647,39.285,41.099998,53.009998,8.64,125.400002,19.41,25.290001,1.49,49.715,66.959999,28.305,26.012501,33.68,15.830381,18.915001,24.01,35.775002,24.674999,21.99,36.32,57.740002,13.9
"682",11.865,7.612,39.064999,41.084999,53.330002,8.71,122.449997,19.74,25.549999,1.494,49.389999,66.699997,28.200001,26.2125,33.240002,15.75432,19.450001,23.98,35.955002,25.389999,21.84,36.5,55.150002,14.025
"683",11.9,7.647,39.195,41.099998,53.990002,8.793,124.449997,19.895,25.780001,1.54,49.955002,67.25,28.27,26.375,33.235001,15.892182,19.855,24,36.169998,25.225,21.66,36.799999,56.299999,13.985
"684",12,7.675,39.060001,41.459999,52.150002,8.864,122.699997,19.945,26,1.53,49.290001,67.709999,28.355,26.862499,33,15.992013,20.07,24.299999,36.544998,25.01,21.84,36.790001,57,14.7
"685",11.995,7.683,39.43,41.049999,51.970001,8.84,126,20.17,26.43,1.54,49.285,69.900002,28.424999,26.85,33.264999,15.992013,20.610001,24.445,37.544998,25.139999,22,36.575001,57.5,15.21
"686",12.275,7.766,39.25,39.18,52.150002,8.8,127.699997,19.950001,26.540001,1.566,49.200001,69.599998,28.895,27.2875,33.305,15.782843,20.5,24.575001,37.25,25.049999,22.040001,36.75,56.639999,15.215
"687",12.39,7.74,38.970001,38.220001,52.240002,8.85,130.100006,19.620001,26.200001,1.563,47.02,70.690002,28.315001,26.9375,33.325001,16.015781,20.59,24.504999,36.869999,25.049999,22.200001,36.68,55.889999,15.77
"688",12.495,7.832,38.900002,38.400002,52.5,8.883,125.400002,19.969999,26.77,1.555,48.224998,71.32,28.885,27.25,33.349998,16.163153,20.5,24.33,37.5,25.15,22.200001,36.91,55.349998,15.6
"689",12.48,7.85,38.415001,41.5,53.119999,8.831,126.400002,19.639999,26.299999,1.56,47.919998,68.449997,28.42,27.125,33.744999,15.987259,21.139999,24,37.360001,25.139999,22.209999,36.855,55.360001,15.795
"690",15.15,7.95,38.174999,40.060001,53.529999,8.88,130.800003,19.77,25.105,1.578,48.099998,68.389999,28.205,27.375,33.73,15.820874,21.49,24.385,37.389999,25.15,22.16,36.639999,54.59,16.200001
"691",15.5,8.059,38.325001,39.900002,53.349998,8.884,131.199997,19.620001,24.959999,1.556,48.075001,67.209999,27.645,26.9125,33.84,15.920705,21.75,24.5,37.044998,24.98,22.18,36.560001,54.700001,16
"692",16.299999,8.08,38.325001,41.32,53.650002,8.98,124.050003,19.940001,24.65,1.563,48.599998,67.669998,28.139999,26.799999,33.700001,16.139383,21.465,24.450001,37.290001,25.105,22.17,36.52,54.700001,15.915
"693",17.24,7.97,37.619999,43.200001,54.310001,8.956,122.099998,20.145,24.715,1.55,48.035,68.080002,28.115,26.762501,33.810001,15.982505,21.799999,24.379999,37.040001,25.094999,22.17,36.59,55.299999,15.895
"694",17.200001,7.942,37.965,45.27,53.799999,8.947,120.849998,20.155001,24.6,1.565,51.48,68.360001,28.530001,26.65,33.400002,15.649734,22.16,24.450001,36.955002,25.075001,22.16,36.255001,55.5,15.615
"695",17.120001,7.864,37.735001,46.185001,54.200001,8.95,120.199997,20.32,24.785,1.548,51.240002,69.260002,28.4,27.262501,33.630001,15.640227,22.16,24.525,36.845001,25.025,22.07,36.18,55.77,15.31
"696",16.9,7.86,37.419998,45.009998,54.790001,8.95,114.550003,20.34,25.42,1.525,51.150002,70.709999,28.76,27.112499,33.77,15.953982,22.15,24.49,37.349998,25.09,22.01,35.599998,56.099998,15.005
"697",17.299999,7.869,37.810001,42.424999,53.759998,8.964,114.199997,20.5,25.02,1.51,51.77,74.769997,28.950001,27.299999,33.755001,15.578426,21.790001,24.799999,37.744999,25.184999,21.99,34.799999,56.299999,15.06
"698",16.83,7.844,37.400002,43,52.959999,8.821,111.199997,20.540001,25.030001,1.529,50.799999,74.599998,28.389999,26.887501,33.599998,15.578426,21.25,24.48,37.555,25.120001,22.01,34.299999,54.5,14.88
"699",17,7.837,37.790001,43.139999,53.779999,8.854,111.349998,20.555,25.209999,1.52,50.580002,73.339996,28.855,27.125,33.5,15.578426,21.35,24.450001,37.990002,25.1,21.98,34.994999,56.299999,14.605
"700",17.775,7.857,37.610001,43.555,54.389999,8.838,115.25,20.385,25.1,1.519,51.240002,75.120003,28.959999,26.975,33.310001,15.578426,21.299999,24.280001,37.744999,25.125,22.01,34.564999,55.560001,14.455
"701",18.035,7.763,37.779999,44.799999,54.419998,8.868,113.949997,20.355,25.1,1.49,51.16,75.940002,29.200001,26.612499,33.575001,15.407287,21.295,24.360001,37.5,25.24,21.780001,35.200001,56.009998,14.475
"702",18.040001,8.048,37.575001,45.439999,54.75,8.741,113.949997,20,25.049999,1.473,49.759998,77.580002,29.65,26.525,33.299999,15.393026,21,23.969999,37.740002,25.205,21.440001,34.955002,55.84,14.325
"703",18.040001,8.048,37.575001,45.439999,54.75,8.741,113.949997,20,25.049999,1.473,49.759998,77.580002,29.65,26.525,33.299999,15.393026,21,23.969999,37.740002,25.205,21.440001,34.955002,55.84,14.325
"704",18.145,8.193,38.165001,45.904999,54.73,8.842,112.349998,20.75,25.1,1.44,51.5,79.190002,30.59,26.887501,34.41,15.393026,21,24.455,37.654999,25.235001,21.629999,35.595001,54.990002,14.62
"705",18.18,8.077,37.935001,45.82,54.5,8.8,114.150002,20.754999,25.1,1.45,52.169998,80.559998,30.545,26.625,34.035,15.274179,21.299999,24.389999,37.154999,25.145,21.75,35.805,54.990002,14.6
"706",18.389999,8.052,38.16,45.525002,54.110001,8.806,116.199997,20.865,25.1,1.477,51.580002,80.139999,29.91,26.637501,34.57,15.136317,21.4,24.5,36.889999,25.165001,21.709999,35.880001,54.189999,14.705
"707",18.389999,8.052,38.16,45.525002,54.110001,8.806,116.199997,20.865,25.1,1.477,51.580002,80.139999,29.91,26.637501,34.57,15.136317,21.4,24.5,36.889999,25.165001,21.709999,35.880001,54.189999,14.705
"708",19.629999,8.09,38.130001,45.299999,54.25,8.735,121.650002,21.775,25.33,1.486,52.91,80.279999,29.969999,26.5,34.400002,14.927146,22.379999,24.469999,37.360001,25.25,21.879999,35.799999,54.509998,14.635
"709",20.129999,8.049,37.985001,44.5,53.689999,8.712,117.099998,21.745001,25.34,1.48,53.18,81.360001,29.360001,27.112499,34,15.207625,21.99,24.764999,36.209999,25.155001,22.17,35.945,55.049999,14.515
"710",20.84,8.053,37.849998,46.5,52.880001,8.712,117.949997,21.764999,25.415001,1.492,51.689999,83.150002,29.059999,27.325001,33.130001,14.252097,22,24.825001,36.014999,25.395,22.059999,35.84,54.529999,14.68
"711",20.785,8.027,38.005001,46.82,52,8.79,116,21.73,25.5,1.495,53.099998,84.550003,29.799999,26.75,33.505001,13.025599,20.184999,24.950001,36.200001,25.5,21.91,34.799999,54.259998,14.54
"712",20.48,7.989,37.740002,47.25,52.400002,8.73,116.150002,21.549999,25.5,1.485,53.32,86,29.745001,26.8125,33.884998,13.020845,19.495001,24.92,36.505001,25.530001,21.809999,34.200001,54,14.55
"713",19.395,7.908,37.595001,47,50,8.636,113.050003,20.915001,25.1,1.49,52.630001,85.510002,29.215,26.3125,33.299999,13.106415,18.16,24.844999,36.424999,25.4,21.559999,34.68,52.110001,14.205
"714",19.215,7.879,37.689999,47,49.810001,8.728,114.050003,20.535,24.799999,1.475,53,86.07,29.65,26.424999,33.009998,11.82287,18.334999,24.85,36.75,25.51,21.639999,34.049999,53.610001,14.33
"715",19.799999,7.862,37.889999,47.005001,51.099998,8.696,111.550003,20.695,24.85,1.489,53,83.800003,29.555,26.325001,33.189999,10.800789,18.860001,24.85,37.43,25.495001,21.459999,33.740002,53.509998,14.095
"716",20.379999,7.883,37.959999,45.220001,50.990002,8.57,109.650002,20.639999,24.799999,1.451,52.799999,80,29.795,26.4375,33.400002,11.04799,18.809999,24.83,36.924999,25.42,20.889999,32,54.200001,13.91
"717",19.82,7.9,38.5,44.5,50.700001,8.303,103,20.35,24.85,1.399,51.400002,78.400002,29.945,25.9,32.400002,11.884671,18.52,24.99,37.330002,25.290001,20.74,32.98,54.5,13.8
"718",20.1,7.91,38.035,47,50.68,8.523,98.709999,20.219999,24.65,1.373,51.099998,78.550003,29.92,26.174999,32.240002,12.288749,18.705,25.424999,36.985001,25.129999,20.73,33.689999,55.18,10.92
"719",20,7.82,37.400002,47,50.200001,8.55,96.599998,19.799999,24.809999,1.4,51.299999,78.519997,29.645,26.0375,32.259998,12.47415,18.254999,24.92,36.125,25.495001,20.84,33.715,53.700001,11.29
"720",20.344999,7.927,37.310001,49.009998,49.77,8.612,96.5,19.754999,24.799999,1.354,51.330002,78.199997,29.9,25.9375,32.349998,13.120676,17.790001,24.860001,36.080002,25.629999,20.790001,33.665001,52.810001,11.265
"721",20.690001,7.973,38.025002,49.5,50.060001,8.632,100.150002,19.655001,24.725,1.365,51.91,80.339996,29.875,25.8375,32.799999,13.548525,18.57,25.02,36.195,25.860001,20.98,34.400002,53,10.935
"722",22.295,7.97,38.25,48.439999,50.139999,8.546,102,20.215,24.799999,1.365,51.880001,82.610001,28.924999,25.387501,33.005001,13.676879,18.719999,24.450001,36.055,25.155001,20.860001,34.950001,53.279999,10.95
"723",21.754999,7.957,37.849998,47.380001,50.049999,8.5,101.25,19.9,24.5,1.42,51.68,76.620003,28.959999,25.15,33.900002,13.215754,18.735001,24.4,36.014999,24.684999,20.860001,34.575001,53.799999,10.86
"724",22.719999,7.885,37.985001,46.485001,51.450001,8.619,99.599998,19.885,24.615,1.46,51.48,80,29.665001,25.325001,34.240002,13.405909,19.950001,24.85,36.91,24.85,20.91,34.5,53.5,10.65
"725",22.5,7.779,37.799999,47.720001,51.290001,8.53,97.5,19.825001,24.584999,1.475,51,80.860001,29.940001,25.225,34.279999,13.291816,20.1,24.809999,36.27,24.450001,20.9,34.285,54,10.505
"726",23.190001,7.7,38,47,51,8.679,99,20.15,24.5,1.489,51.669998,79.330002,30.34,25.387501,34.060001,12.64529,20.355,24.815001,36.299999,24.905001,20.6,33.900002,53.990002,10.68
"727",23.950001,7.876,37.970001,46.799999,51.700001,8.588,100.949997,20,24.700001,1.484,52.119999,79,30.200001,25.4125,33.75,12.169903,20.35,24.495001,36.535,24.440001,20.08,33.200001,54.299999,10.62
"728",24.07,8.101,37.900002,47.689999,49.700001,8.913,99.93,19.889999,24.4,1.485,52.259998,79,29.75,25.237499,33.5,11.884671,19.735001,25.25,36.650002,24.75,20.16,32.560001,53.150002,10.64
"729",24.094999,7.927,38.360001,48.215,50.279999,8.988,97.330002,19.6,24.1,1.489,52.299999,78.790001,29.844999,25.299999,33.299999,12.093841,18.905001,24.965,36.029999,25.68,20.200001,32.09,53.529999,10.6
